姓名,性別,出生年次,選舉類型,區域,推薦政黨,得票數,得票率,當選註記,是否現任
凃韶芳,女,1965,"2002-91年縣市議員選舉 > 區域",臺南市第五選區,民主進步黨,3157,4.68%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺南市第五選區,民主進步黨,6180,8.43%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺南市第10選區,民主進步黨,7461,7.69%,,否
劉澤民,男,1956,"2002-91年縣市議員選舉 > 區域",臺南市第五選區,中國國民黨,2232,3.31%,,否
-,-,-,2010-99年直轄市里長選舉,臺南市安南區溪心里,無黨籍及未經政黨推薦,1923,57.01%,*,否
陳雪玲,女,1976,"2002-91年縣市議員選舉 > 區域",臺南市第五選區,無,3089,4.58%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺南市第五選區,無,4281,5.84%,,是
許銀貴,男,1947,"2002-91年縣市議員選舉 > 區域",臺南市第五選區,無,3072,4.56%,,否
-,-,-,2010-99年直轄市里長選舉,臺南市安南區塭南里,無黨籍及未經政黨推薦,1105,37.35%,,否
李長吉,男,1950,"2002-91年縣市議員選舉 > 區域",臺南市第五選區,無,3964,5.88%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺南市第五選區,無,4523,6.17%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺南市第10選區,無黨籍及未經政黨推薦,4626,4.77%,,否
洪麗萍,女,1968,"2002-91年縣市議員選舉 > 區域",金門縣選區,中國國民黨,814,3.06%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",金門縣,中國國民黨,1136,3.54%,*,是
-,-,-,"2009-98年縣市議員選舉 > 區域",金門縣第01選區,中國國民黨,1632,6.81%,*,是
許華玉,女,1954,"2002-91年縣市議員選舉 > 區域",金門縣選區,中國國民黨,467,1.75%,!,否
-,-,-,"2005-94年縣市議員選舉 > 區域",金門縣,中國國民黨,1237,3.86%,*,是
-,-,-,"2009-98年縣市議員選舉 > 區域",金門縣第01選區,中國國民黨,1211,5.05%,,是
陳永財,男,1938,"2002-91年縣市議員選舉 > 區域",金門縣選區,中國國民黨,321,1.20%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",金門縣,中國國民黨,475,1.48%,,否
謝宜璋,男,1967,"2002-91年縣市議員選舉 > 區域",金門縣選區,無,1296,4.86%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",金門縣,無,1399,4.36%,*,是
辛愛華,女,1944,"2002-91年縣市議員選舉 > 區域",金門縣選區,親民黨,198,0.74%,,否
-,-,-,2010-99年鄉鎮市民代表選舉,金門縣金寧鄉第01選舉區,中國國民黨,565,9.95%,*,是
陳玉珍,女,1973,"2002-91年縣市議員選舉 > 區域",金門縣選區,無,1014,3.81%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",金門縣,無,1357,4.23%,*,是
-,-,-,"2009-98年縣市議員選舉 > 區域",金門縣第02選區,無黨籍及未經政黨推薦,117,0.83%,,是
楊應雄,男,1957,"2002-91年縣市議員選舉 > 區域",金門縣選區,新黨,891,3.34%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",金門縣,新黨,1203,3.75%,*,是
-,-,-,"2009-98年縣市議員選舉 > 區域",金門縣第02選區,中國國民黨,1384,9.84%,*,是
-,-,-,"2012-第 08 屆 立法委員選舉 > 區域",金門縣第01選區,中國國民黨,12435,32.95%,*,否
陳瑄健,男,1956,"2002-91年縣市議員選舉 > 區域",連江縣第一選區,親民黨,169,6.14%,,否
-,-,-,2005-94年鄉鎮市長選舉,連江縣南竿鄉,親民黨,480,16.84%,,否
張永江,男,1960,"2002-91年縣市議員選舉 > 區域",連江縣第四選區,無,281,61.22%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",連江縣第四選區,無,462,100.00%,*,是
-,-,-,"2009-98年縣市議員選舉 > 區域",連江縣第04選區,無黨籍及未經政黨推薦,531,100.00%,*,是
馮印樂,男,1965,"2002-91年縣市議員選舉 > 區域",連江縣第四選區,中國國民黨,143,31.15%,,否
-,-,-,2005-94年鄉鎮市長選舉,連江縣東引鄉,中國國民黨,317,65.09%,*,否
-,-,-,2009-98年鄉鎮市長選舉,連江縣東引鄉,中國國民黨,407,68.06%,*,是
林忠仁,男,1961,"2002-91年縣市議員選舉 > 平原",臺北縣第十一選區,親民黨,947,16.96%,,否
-,-,-,"2005-94年縣市議員選舉 > 平原",臺北縣第十一選區,無,2424,27.55%,*,否
楊文昌,男,1960,"2002-91年縣市議員選舉 > 平原",苗栗縣第七選區,無,917,65.31%,*,否
-,-,-,"2005-94年縣市議員選舉 > 平原",苗栗縣第七選區,無,1054,69.94%,*,是
潘居雄,男,1958,"2002-91年縣市議員選舉 > 平原",臺中縣第九選區,無,272,19.61%,,否
-,-,-,"2005-94年縣市議員選舉 > 平原",臺中縣第九選區,中國國民黨,689,37.30%,,否
張新男,男,1961,"2002-91年縣市議員選舉 > 平原",彰化縣第九選區,中國國民黨,283,53.00%,*,否
-,-,-,"2005-94年縣市議員選舉 > 平原",彰化縣第九選區,中國國民黨,416,46.53%,*,是
潘裕隆,男,1971,"2002-91年縣市議員選舉 > 平原",屏東縣第八選區,中國國民黨,937,65.66%,*,是
-,-,-,"2005-94年縣市議員選舉 > 平原",屏東縣第八選區,中國國民黨,1430,100.00%,*,是
-,-,-,"2009-98年縣市議員選舉 > 平原",屏東縣第08選區,中國國民黨,1572,100.00%,*,是
洪玫璉,女,1947,"2002-91年縣市議員選舉 > 平原",臺東縣第六選區,中國國民黨,1068,19.17%,*,否
-,-,-,"2005-94年縣市議員選舉 > 平原",臺東縣第六選區,中國國民黨,1473,23.02%,*,是
-,-,-,"2009-98年縣市議員選舉 > 平原",臺東縣第06選區,中國國民黨,1458,21.24%,,是
江堅壽,男,1959,"2002-91年縣市議員選舉 > 平原",臺東縣第七選區,中國國民黨,1455,26.35%,*,否
-,-,-,"2005-94年縣市議員選舉 > 平原",臺東縣第七選區,中國國民黨,1522,24.33%,*,是
-,-,-,"2009-98年縣市議員選舉 > 平原",臺東縣第07選區,中國國民黨,3510,56.40%,*,是
嚴亞美,女,1956,"2002-91年縣市議員選舉 > 平原",臺東縣第九選區,中國國民黨,1660,21.24%,*,否
-,-,-,"2005-94年縣市議員選舉 > 平原",臺東縣第九選區,中國國民黨,1884,25.72%,*,是
曾金福,男,1946,"2002-91年縣市議員選舉 > 平原",臺東縣第九選區,中國國民黨,1660,21.24%,*,否
-,-,-,"2005-94年縣市議員選舉 > 平原",臺東縣第九選區,中國國民黨,1019,13.91%,,是
張瑜,男,1951,"2002-91年縣市議員選舉 > 平原",臺東縣第九選區,中國國民黨,920,11.77%,,否
-,-,-,2010-99年鄉鎮市民代表選舉,臺東縣東河鄉第02選舉區,中國國民黨,379,15.33%,*,是
馬其三,男,1959,"2002-91年縣市議員選舉 > 平原",花蓮縣第六選區,中國國民黨,1224,15.29%,,否
-,-,-,"2005-94年縣市議員選舉 > 平原",花蓮縣第六選區,中國國民黨,1364,15.83%,,否
林進富,男,1960,"2002-91年縣市議員選舉 > 平原",花蓮縣第七選區,中國國民黨,1214,23.39%,*,否
-,-,-,"2005-94年縣市議員選舉 > 平原",花蓮縣第七選區,中國國民黨,1322,24.52%,*,是
-,-,-,"2009-98年縣市議員選舉 > 平原",花蓮縣第07選區,中國國民黨,1502,29.78%,,是
林同助,男,1943,"2002-91年縣市議員選舉 > 平原",臺中市第七選區,無,86,16.48%,,否
-,-,-,2010-99年鄉鎮市民代表選舉,花蓮縣富里鄉第03選舉區,中國國民黨,332,47.56%,,否
溫建華,男,1956,"2002-91年縣市議員選舉 > 平原",臺中市第七選區,中國國民黨,139,26.63%,*,否
-,-,-,"2010-99年直轄市議員選舉 > 平地",臺中市第15選區,中國國民黨,1068,26.33%,,否
張雲龍,男,1946,"2002-91年縣市議員選舉 > 山原",臺北縣第十二選區,中國國民黨,904,34.78%,*,否
-,-,-,2005-94年鄉鎮市長選舉,臺北縣烏來鄉,中國國民黨,1573,54.50%,*,否
陳銘福,男,1953,"2002-91年縣市議員選舉 > 山原",宜蘭縣第十二選區,親民黨,1186,43.51%,,否
-,-,-,"2005-94年縣市議員選舉 > 山原",宜蘭縣第十二選區,中國國民黨,1031,34.33%,*,否
林信義,男,1951,"2002-91年縣市議員選舉 > 山原",桃園縣第十四選區,親民黨,1513,28.19%,*,否
-,-,-,2005-94年鄉鎮市長選舉,桃園縣復興鄉,中國國民黨,2892,56.94%,*,否
-,-,-,2009-98年鄉鎮市長選舉,桃園縣復興鄉,中國國民黨,4130,100.00%,*,是
趙金榮,男,1959,"2002-91年縣市議員選舉 > 山原",新竹縣第十一選區,無,494,16.44%,,否
-,-,-,2010-99年鄉鎮市民代表選舉,新竹縣五峰鄉第01選舉區,中國國民黨,183,17.66%,,否
林祥馨,男,1947,"2002-91年縣市議員選舉 > 山原",新竹縣第十一選區,無,833,27.72%,,否
-,-,-,"2009-98年縣市議員選舉 > 山原",新竹縣第13選區,無黨籍及未經政黨推薦,1028,29.12%,,否
郭春蘭,女,1949,"2002-91年縣市議員選舉 > 山原",苗栗縣第八選區,中國國民黨,421,15.51%,,否
-,-,-,2010-99年村里長選舉,苗栗縣泰安鄉大興村,中國國民黨,93,25.48%,,否
劉金生,男,1952,"2002-91年縣市議員選舉 > 山原",臺中縣第十選區,無,502,16.21%,,否
-,-,-,"2005-94年縣市議員選舉 > 山原",臺中縣第十選區,無,1171,31.35%,,否
林建堂,男,1954,"2002-91年縣市議員選舉 > 山原",臺中縣第十選區,無,838,27.07%,*,否
-,-,-,"2005-94年縣市議員選舉 > 山原",臺中縣第十選區,無,1649,44.15%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 山地",臺中市第16選區,中國國民黨,1893,28.69%,,否
田振明,男,1966,"2002-91年縣市議員選舉 > 山原",南投縣第六選區,無,1433,34.27%,,否
-,-,-,2010-99年鄉鎮市民代表選舉,南投縣信義鄉第04選舉區,中國國民黨,601,28.69%,*,否
陳世光,男,1968,"2002-91年縣市議員選舉 > 山原",南投縣第七選區,中國國民黨,3115,48.20%,,否
-,-,-,2005-94年鄉鎮市長選舉,南投縣仁愛鄉,中國國民黨,3442,41.97%,*,否
謝汪汕,男,1967,"2002-91年縣市議員選舉 > 山原",南投縣第七選區,親民黨,3347,51.80%,*,否
-,-,-,"2005-94年縣市議員選舉 > 山原",南投縣第七選區,無,3535,36.09%,*,是
謝垂耀,男,1948,"2002-91年縣市議員選舉 > 山原",高雄縣第九選區,中國國民黨,1098,42.38%,*,否
-,-,-,2005-94年鄉鎮市長選舉,高雄縣桃源鄉,中國國民黨,1199,42.32%,*,否
林民傑,男,1957,"2002-91年縣市議員選舉 > 山原",高雄縣第十選區,中國國民黨,768,47.70%,*,否
-,-,-,2005-94年鄉鎮市長選舉,高雄縣三民鄉,無,915,45.70%,,否
陸月嬌,女,1958,"2002-91年縣市議員選舉 > 山原",屏東縣第十選區,無,1711,41.19%,,否
-,-,-,"2005-94年縣市議員選舉 > 山原",屏東縣第十選區,無,2361,45.89%,,否
-,-,-,"2009-98年縣市議員選舉 > 山原",屏東縣第10選區,無黨籍及未經政黨推薦,2557,46.62%,,否
-,-,-,2010-99年鄉鎮市民代表選舉,屏東縣瑪家鄉第01選舉區,中國國民黨,377,15.65%,*,是
潘明利,男,1951,"2002-91年縣市議員選舉 > 山原",屏東縣第十一選區,中國國民黨,1630,57.62%,*,否
-,-,-,"2005-94年縣市議員選舉 > 山原",屏東縣第十一選區,中國國民黨,3041,100.00%,*,是
-,-,-,"2009-98年縣市議員選舉 > 山原",屏東縣第11選區,中國國民黨,1429,48.70%,,是
華子冬,男,1949,"2002-91年縣市議員選舉 > 山原",屏東縣第十一選區,中國國民黨,30,1.06%,,否
-,-,-,2005-94年鄉鎮市長選舉,屏東縣泰武鄉,中國國民黨,347,11.68%,,否
許金吉,男,1959,"2002-91年縣市議員選舉 > 山原",屏東縣第十五選區,親民黨,960,33.01%,,否
-,-,-,2010-99年鄉鎮市民代表選舉,屏東縣牡丹鄉第02選舉區,無,163,19.59%,,否
邵智美,女,1954,"2002-91年縣市議員選舉 > 山原",屏東縣第十五選區,無,867,29.81%,,否
-,-,-,2005-94年鄉鎮市長選舉,屏東縣牡丹鄉,中國國民黨,890,32.88%,,否
麥秋春,男,1955,"2002-91年縣市議員選舉 > 山原",屏東縣第十六選區,中國國民黨,357,16.81%,,否
-,-,-,2010-99年鄉鎮市民代表選舉,屏東縣霧臺鄉第02選舉區,中國國民黨,239,25.56%,*,是
杜春生,男,1948,"2002-91年縣市議員選舉 > 山原",屏東縣第十六選區,中國國民黨,595,28.01%,*,否
-,-,-,"2009-98年縣市議員選舉 > 山原",屏東縣第16選區,中國國民黨,1082,55.40%,*,是
柯秋美,女,1959,"2002-91年縣市議員選舉 > 山原",屏東縣第十六選區,中國國民黨,280,13.18%,,否
-,-,-,2010-99年鄉鎮市民代表選舉,屏東縣霧臺鄉第01選舉區,中國國民黨,149,11.48%,*,否
邱文隆,男,1971,"2002-91年縣市議員選舉 > 山原",臺東縣第十選區,親民黨,760,44.03%,,否
-,-,-,2005-94年鄉鎮市長選舉,臺東縣延平鄉,無,865,47.32%,,否
章正輝,男,1963,"2002-91年縣市議員選舉 > 山原",臺東縣第十二選區,中國國民黨,780,46.10%,,否
-,-,-,2005-94年鄉鎮市長選舉,臺東縣金峰鄉,中國國民黨,1052,56.38%,*,否
-,-,-,2009-98年鄉鎮市長選舉,臺東縣金峰鄉,中國國民黨,1338,100.00%,*,是
宋賢一,男,1955,"2002-91年縣市議員選舉 > 山原",臺東縣第十二選區,中國國民黨,912,53.90%,*,否
-,-,-,"2005-94年縣市議員選舉 > 山原",臺東縣第十二選區,無,1652,100.00%,*,是
-,-,-,"2009-98年縣市議員選舉 > 山原",臺東縣第12選區,中國國民黨,1430,100.00%,*,是
江多利,男,1961,"2002-91年縣市議員選舉 > 山原",臺東縣第十四選區,親民黨,612,45.57%,*,否
-,-,-,"2005-94年縣市議員選舉 > 山原",臺東縣第十四選區,親民黨,886,54.83%,*,是
-,-,-,2009-98年鄉鎮市長選舉,臺東縣蘭嶼鄉,中國國民黨,809,50.68%,*,否
林振輝,男,1956,"2002-91年縣市議員選舉 > 山原",花蓮縣第九選區,中國國民黨,1595,46.53%,*,否
-,-,-,"2005-94年縣市議員選舉 > 山原",花蓮縣第九選區,中國國民黨,1361,42.23%,,是
-,-,-,2010-99年鄉鎮市民代表選舉,花蓮縣萬榮鄉第02選舉區,無,114,11.31%,,是
黃俊英,男,1941,2002-91年直轄市長選舉,高雄市,中國國民黨,362437,46.94%,,否
-,-,-,2006-95年直轄市長選舉,高雄市,中國國民黨,378303,49.27%,,否
呂瀅瀅,女,1976,"2002-91年直轄市議員選舉 > 區域",臺北市第01選區,民主進步黨,17910,6.45%,*,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第1選區,民主進步黨,11762,4.41%,,是
王育誠,男,1964,"2002-91年直轄市議員選舉 > 區域",臺北市第01選區,親民黨,25615,9.23%,*,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第1選區,親民黨,8038,3.02%,,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺北市第01選區,親民黨,5022,1.68%,,否
闕枚莎,女,1972,"2002-91年直轄市議員選舉 > 區域",臺北市第02選區,無,13820,7.49%,,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第2選區,中國國民黨,33132,18.75%,*,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺北市第02選區,中國國民黨,21866,10.69%,*,是
羅淑蕾,女,1952,"2002-91年直轄市議員選舉 > 區域",臺北市第02選區,親民黨,14320,7.76%,,否
-,-,-,"2012-第 08 屆 立法委員選舉 > 區域",臺北市第03選區,中國國民黨,118503,56.07%,*,是
徐國勇,男,1958,"2002-91年直轄市議員選舉 > 區域",臺北市第02選區,民主進步黨,17482,9.48%,*,否
-,-,-,"2004-第 06 屆 立法委員選舉 > 區域",臺北市第1選舉區,民主進步黨,42784,7.02%,*,否
-,-,-,"2008-第 07 屆 立法委員選舉 > 區域",臺北市第04選區,民主進步黨,60004,35.44%,,是
常中天,男,1965,"2002-91年直轄市議員選舉 > 區域",臺北市第02選區,新黨,15179,8.23%,*,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第2選區,無,2165,1.23%,,是
洪士奇,男,1962,"2002-91年直轄市議員選舉 > 區域",臺北市第03選區,親民黨,13047,5.79%,,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第3選區,親民黨,11424,5.39%,,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺北市第03選區,親民黨,11278,4.83%,,否
戴錫欽,男,1966,"2002-91年直轄市議員選舉 > 區域",臺北市第03選區,親民黨,13284,5.89%,*,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第3選區,中國國民黨,14598,6.89%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺北市第03選區,中國國民黨,16600,7.12%,*,是
黃幼中,女,1972,"2002-91年直轄市議員選舉 > 區域",臺北市第03選區,親民黨,13153,5.83%,*,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第3選區,親民黨,10091,4.76%,,是
張茂楠,男,1960,"2002-91年直轄市議員選舉 > 區域",臺北市第03選區,民主進步黨,12580,5.58%,,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第3選區,民主進步黨,20091,9.48%,*,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺北市第03選區,民主進步黨,19777,8.48%,*,是
林培宗,男,1954,"2002-91年直轄市議員選舉 > 區域",臺北市第04選區,無,1911,1.08%,,否
-,-,-,2010-99年直轄市里長選舉,臺北市中山區晴光里,無黨籍及未經政黨推薦,2072,100.00%,*,否
蔡坤龍,男,1977,"2002-91年直轄市議員選舉 > 區域",臺北市第04選區,無,2179,1.23%,,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第4選區,民主進步黨,11344,6.76%,*,否
李文英,女,1961,"2002-91年直轄市議員選舉 > 區域",臺北市第04選區,民主進步黨,23892,13.51%,*,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第4選區,民主進步黨,17781,10.60%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺北市第04選區,民主進步黨,11363,6.04%,,是
林國成,男,1957,"2002-91年直轄市議員選舉 > 區域",臺北市第04選區,親民黨,9456,5.35%,,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第4選區,親民黨,8377,4.99%,,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺北市第04選區,親民黨,11591,6.17%,*,是
王芳萍,女,1966,"2002-91年直轄市議員選舉 > 區域",臺北市第04選區,無,829,0.47%,,否
-,-,-,"2004-第 06 屆 立法委員選舉 > 區域",臺北市第2選舉區,無,583,0.10%,,否
林定勇,男,1969,"2002-91年直轄市議員選舉 > 區域",臺北市第04選區,親民黨,12539,7.09%,*,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第4選區,無,3167,1.89%,,是
車正國,男,1953,"2002-91年直轄市議員選舉 > 區域",臺北市第05選區,無,1837,0.98%,,否
-,-,-,2010-99年直轄市里長選舉,臺北市中正區頂東里,無黨籍及未經政黨推薦,1193,36.22%,,否
劉耀仁,男,1968,"2002-91年直轄市議員選舉 > 區域",臺北市第05選區,民主進步黨,16698,8.93%,*,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第5選區,民主進步黨,14169,8.23%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺北市第05選區,民主進步黨,21843,11.51%,*,是
曹鵬山,男,1961,"2002-91年直轄市議員選舉 > 區域",臺北市第05選區,親民黨,11834,6.33%,,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第5選區,親民黨,8038,4.67%,,否
侯冠群,男,1965,"2002-91年直轄市議員選舉 > 區域",臺北市第05選區,新黨,18400,9.84%,*,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第5選區,新黨,16572,9.62%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",臺北市第05選區,新黨,9835,5.18%,,是
陳光,男,1966,"2002-91年直轄市議員選舉 > 區域",臺北市第05選區,無,2896,1.55%,,否
-,-,-,"2006-95年直轄市議員選舉 > 區域",臺北市第5選區,無,7143,4.15%,,否
